Time(Minutes);EntityID;ObjectName;ProcessID;StepName;Action
0;P_Telefone.62;Output@Pedidos_Telefone;4.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'P_Telefone.62' transferring from '[Node] Output@Pedidos_Telefone' onto link 'Path1'.
0;P_Telefone.62;Path1;3.OnEntered;[Begin];Process 'Path1.OnEntered' execution started.
0;P_Telefone.62;Path1;3.OnEntered;[Assign] EntityMovementRate;Assigning state variable 'P_Telefone.62.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0;P_Telefone.62;Path1;3.OnEntered;[EndTransfer] OntoPath;Entity 'P_Telefone.62' ending transfer onto link 'Path1'.
0;P_Telefone.62;Path1;3.OnEntered;[End];Process 'Path1.OnEntered' execution ended.
0;P_Telefone.62;Pedidos_Telefone;2.OnEnteredProcessing;[End];Process 'Pedidos_Telefone.OnEnteredProcessing' execution ended.
0;P_Telefone.62;Pedidos_Telefone;1.OnEnteredOutputBuffer;[End];Process 'Pedidos_Telefone.OnEnteredOutputBuffer' execution ended.
0;P_Telefone.62;Output@Pedidos_Telefone;4.OnEnteredFromAssociatedObject;[End];Process 'Output@Pedidos_Telefone.OnEnteredFromAssociatedObject' execution ended.
0;--;--;--;--;Firing event 'Pedidos_Internet.EntityArrivals.Event'.
0;Pedidos_Internet;Pedidos_Internet;4.OnEntityArrival;[Begin];Process 'Pedidos_Internet.OnEntityArrival' execution started.
0;Pedidos_Internet;Pedidos_Internet;4.OnEntityArrival;[Create] Entities;Creating '1' object(s) of entity type 'P_Internet' using creation method 'NewObject'.
0;--;--;--;--;Object 'P_Internet.63' created.
0;P_Internet.63;Pedidos_Internet;1.OnEntityArrival;[Transfer] ToProcessing;Entity 'P_Internet.63' transferring from '[FreeSpace] Pedidos_Internet' into station 'Pedidos_Internet.Processing'.
0;Pedidos_Internet;Pedidos_Internet;4.OnEntityArrival;[End];Process 'Pedidos_Internet.OnEntityArrival' execution ended.
0;P_Internet.63;Pedidos_Internet;2.OnEnteredProcessing;[Begin];Process 'Pedidos_Internet.OnEnteredProcessing' execution started.
0;P_Internet.63;Pedidos_Internet;2.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'P_Internet.63' ending transfer into station 'Pedidos_Internet.Processing'.
0;P_Internet.63;Pedidos_Internet;2.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'P_Internet.63' transferring from '[Station] Pedidos_Internet.Processing' into station 'Pedidos_Internet.OutputBuffer'.
0;P_Internet.63;Pedidos_Internet;1.OnEntityArrival;[End];Process 'Pedidos_Internet.OnEntityArrival' execution ended.
0;P_Internet.63;Pedidos_Internet;4.OnEnteredOutputBuffer;[Begin];Process 'Pedidos_Internet.OnEnteredOutputBuffer' execution started.
0;P_Internet.63;Pedidos_Internet;4.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'P_Internet.63' ending transfer into station 'Pedidos_Internet.OutputBuffer'.
0;P_Internet.63;Pedidos_Internet;4.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'P_Internet.63' transferring from '[Station] Pedidos_Internet.OutputBuffer' into node 'Output@Pedidos_Internet'.
0;P_Internet.63;Output@Pedidos_Internet;1.OnEnteredFromAssociatedObject;[Begin];Process 'Output@Pedidos_Internet.OnEnteredFromAssociatedObject' execution started.
0;P_Internet.63;Output@Pedidos_Internet;1.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@Pedidos_Internet.Entered'.
0;P_Internet.63;Output@Pedidos_Internet;1.OnEnteredFromAssociatedObject;[Execute] EnteredAddOnProcess;Executing process 'NumSequenRandomNumPedidos'.
0;P_Internet.63;Model;3.NumSequenRandomNumPedidos;[Begin];Process 'NumSequenRandomNumPedidos' execution started.
0;P_Internet.63;Model;3.NumSequenRandomNumPedidos;[Assign] NumSequencial+1;Assigning state variable 'Model.NumSequencial' the value '2'. Previous value was '1'.
0;P_Internet.63;Model;3.NumSequenRandomNumPedidos;[Assign] ME.Senha=NumSequencial;Assigning state variable 'P_Internet.63.Senha' the value '2'. Previous value was '0'.
0;P_Internet.63;Model;3.NumSequenRandomNumPedidos;[Assign] ME.NumPizzas=Random;Assigning state variable 'P_Internet.63.NumPizzasPorPedido' the value '2'. Previous value was '0'.
0;P_Internet.63;Model;3.NumSequenRandomNumPedidos;[Decide] Is.P_Telefone;Token branching on condition 'Is.P_Telefone'.
0;P_Internet.63;Model;3.NumSequenRandomNumPedidos;[Decide] Is.P_Telefone;Token sent to 'False' exit.
0;P_Internet.63;Model;3.NumSequenRandomNumPedidos;[Decide] Is.P_Internet;Token branching on condition 'Is.P_Internet'.
0;P_Internet.63;Model;3.NumSequenRandomNumPedidos;[Decide] Is.P_Internet;Token sent to 'True' exit.
0;P_Internet.63;Model;3.NumSequenRandomNumPedidos;[Assign] ME.OrigPed=2;Assigning state variable 'P_Internet.63.OrigemPedido' the value '2'. Previous value was '0'.
0;P_Internet.63;Model;3.NumSequenRandomNumPedidos;[End];Process 'NumSequenRandomNumPedidos' execution ended.
0;P_Internet.63;Output@Pedidos_Internet;1.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'P_Internet.63' transferring from '[Node] Output@Pedidos_Internet' onto link 'Path2'.
0;P_Internet.63;Path2;3.OnEntered;[Begin];Process 'Path2.OnEntered' execution started.
0;P_Internet.63;Path2;3.OnEntered;[Assign] EntityMovementRate;Assigning state variable 'P_Internet.63.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0;P_Internet.63;Path2;3.OnEntered;[EndTransfer] OntoPath;Entity 'P_Internet.63' ending transfer onto link 'Path2'.
0;P_Internet.63;Path2;3.OnEntered;[End];Process 'Path2.OnEntered' execution ended.
0;P_Internet.63;Pedidos_Internet;2.OnEnteredProcessing;[End];Process 'Pedidos_Internet.OnEnteredProcessing' execution ended.
0;P_Internet.63;Pedidos_Internet;4.OnEnteredOutputBuffer;[End];Process 'Pedidos_Internet.OnEnteredOutputBuffer' execution ended.
0;P_Internet.63;Output@Pedidos_Internet;1.OnEnteredFromAssociatedObject;[End];Process 'Output@Pedidos_Internet.OnEnteredFromAssociatedObject' execution ended.
0;--;--;--;--;Firing event 'Pedidos_Balcao.EntityArrivals.Event'.
0;Pedidos_Balcao;Pedidos_Balcao;1.OnEntityArrival;[Begin];Process 'Pedidos_Balcao.OnEntityArrival' execution started.
0;Pedidos_Balcao;Pedidos_Balcao;1.OnEntityArrival;[Create] Entities;Creating '1' object(s) of entity type 'P_Balcao' using creation method 'NewObject'.
0;--;--;--;--;Object 'P_Balcao.64' created.
0;P_Balcao.64;Pedidos_Balcao;4.OnEntityArrival;[Transfer] ToProcessing;Entity 'P_Balcao.64' transferring from '[FreeSpace] Pedidos_Balcao' into station 'Pedidos_Balcao.Processing'.
0;Pedidos_Balcao;Pedidos_Balcao;1.OnEntityArrival;[End];Process 'Pedidos_Balcao.OnEntityArrival' execution ended.
0;P_Balcao.64;Pedidos_Balcao;2.OnEnteredProcessing;[Begin];Process 'Pedidos_Balcao.OnEnteredProcessing' execution started.
0;P_Balcao.64;Pedidos_Balcao;2.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'P_Balcao.64' ending transfer into station 'Pedidos_Balcao.Processing'.
0;P_Balcao.64;Pedidos_Balcao;2.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'P_Balcao.64' transferring from '[Station] Pedidos_Balcao.Processing' into station 'Pedidos_Balcao.OutputBuffer'.
0;P_Balcao.64;Pedidos_Balcao;4.OnEntityArrival;[End];Process 'Pedidos_Balcao.OnEntityArrival' execution ended.
0;P_Balcao.64;Pedidos_Balcao;1.OnEnteredOutputBuffer;[Begin];Process 'Pedidos_Balcao.OnEnteredOutputBuffer' execution started.
0;P_Balcao.64;Pedidos_Balcao;1.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'P_Balcao.64' ending transfer into station 'Pedidos_Balcao.OutputBuffer'.
0;P_Balcao.64;Pedidos_Balcao;1.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'P_Balcao.64' transferring from '[Station] Pedidos_Balcao.OutputBuffer' into node 'Output@Pedidos_Balcao'.
0;P_Balcao.64;Output@Pedidos_Balcao;4.OnEnteredFromAssociatedObject;[Begin];Process 'Output@Pedidos_Balcao.OnEnteredFromAssociatedObject' execution started.
0;P_Balcao.64;Output@Pedidos_Balcao;4.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@Pedidos_Balcao.Entered'.
0;P_Balcao.64;Output@Pedidos_Balcao;4.OnEnteredFromAssociatedObject;[Execute] EnteredAddOnProcess;Executing process 'NumSequenRandomNumPedidos'.
0;P_Balcao.64;Model;3.NumSequenRandomNumPedidos;[Begin];Process 'NumSequenRandomNumPedidos' execution started.
0;P_Balcao.64;Model;3.NumSequenRandomNumPedidos;[Assign] NumSequencial+1;Assigning state variable 'Model.NumSequencial' the value '3'. Previous value was '2'.
0;P_Balcao.64;Model;3.NumSequenRandomNumPedidos;[Assign] ME.Senha=NumSequencial;Assigning state variable 'P_Balcao.64.Senha' the value '3'. Previous value was '0'.
0;P_Balcao.64;Model;3.NumSequenRandomNumPedidos;[Assign] ME.NumPizzas=Random;Assigning state variable 'P_Balcao.64.NumPizzasPorPedido' the value '2'. Previous value was '0'.
0;P_Balcao.64;Model;3.NumSequenRandomNumPedidos;[Decide] Is.P_Telefone;Token branching on condition 'Is.P_Telefone'.
0;P_Balcao.64;Model;3.NumSequenRandomNumPedidos;[Decide] Is.P_Telefone;Token sent to 'False' exit.
0;P_Balcao.64;Model;3.NumSequenRandomNumPedidos;[Decide] Is.P_Internet;Token branching on condition 'Is.P_Internet'.
0;P_Balcao.64;Model;3.NumSequenRandomNumPedidos;[Decide] Is.P_Internet;Token sent to 'False' exit.
0;P_Balcao.64;Model;3.NumSequenRandomNumPedidos;[Assign] ME.OrigPed=3;Assigning state variable 'P_Balcao.64.OrigemPedido' the value '3'. Previous value was '0'.
0;P_Balcao.64;Model;3.NumSequenRandomNumPedidos;[End];Process 'NumSequenRandomNumPedidos' execution ended.
0;P_Balcao.64;Output@Pedidos_Balcao;4.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'P_Balcao.64' transferring from '[Node] Output@Pedidos_Balcao' onto link 'Path3'.
0;P_Balcao.64;Path3;3.OnEntered;[Begin];Process 'Path3.OnEntered' execution started.
0;P_Balcao.64;Path3;3.OnEntered;[Assign] EntityMovementRate;Assigning state variable 'P_Balcao.64.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0;P_Balcao.64;Path3;3.OnEntered;[EndTransfer] OntoPath;Entity 'P_Balcao.64' ending transfer onto link 'Path3'.
0;P_Balcao.64;Path3;3.OnEntered;[End];Process 'Path3.OnEntered' execution ended.
0;P_Balcao.64;Pedidos_Balcao;2.OnEnteredProcessing;[End];Process 'Pedidos_Balcao.OnEnteredProcessing' execution ended.
0;P_Balcao.64;Pedidos_Balcao;1.OnEnteredOutputBuffer;[End];Process 'Pedidos_Balcao.OnEnteredOutputBuffer' execution ended.
0;P_Balcao.64;Output@Pedidos_Balcao;4.OnEnteredFromAssociatedObject;[End];Process 'Output@Pedidos_Balcao.OnEnteredFromAssociatedObject' execution ended.
0,00858877955862837;P_Caixa.61;Output@Caixa;4.OnExited;[Begin];Process 'Output@Caixa.OnExited' execution started.
0,00858877955862837;P_Caixa.61;Output@Caixa;4.OnExited;[Fire] ExitedEvent;Firing event 'Output@Caixa.Exited'.
0,00858877955862837;P_Caixa.61;Output@Caixa;4.OnExited;[End];Process 'Output@Caixa.OnExited' execution ended.
0,0119047619047619;P_Telefone.62;Output@Pedidos_Telefone;4.OnExited;[Begin];Process 'Output@Pedidos_Telefone.OnExited' execution started.
0,0119047619047619;P_Telefone.62;Output@Pedidos_Telefone;4.OnExited;[Fire] ExitedEvent;Firing event 'Output@Pedidos_Telefone.Exited'.
0,0119047619047619;P_Telefone.62;Output@Pedidos_Telefone;4.OnExited;[End];Process 'Output@Pedidos_Telefone.OnExited' execution ended.
0,0119047619047619;P_Internet.63;Output@Pedidos_Internet;4.OnExited;[Begin];Process 'Output@Pedidos_Internet.OnExited' execution started.
0,0119047619047619;P_Internet.63;Output@Pedidos_Internet;4.OnExited;[Fire] ExitedEvent;Firing event 'Output@Pedidos_Internet.Exited'.
0,0119047619047619;P_Internet.63;Output@Pedidos_Internet;4.OnExited;[End];Process 'Output@Pedidos_Internet.OnExited' execution ended.
0,0119047619047619;P_Balcao.64;Output@Pedidos_Balcao;4.OnExited;[Begin];Process 'Output@Pedidos_Balcao.OnExited' execution started.
0,0119047619047619;P_Balcao.64;Output@Pedidos_Balcao;4.OnExited;[Fire] ExitedEvent;Firing event 'Output@Pedidos_Balcao.Exited'.
0,0119047619047619;P_Balcao.64;Output@Pedidos_Balcao;4.OnExited;[End];Process 'Output@Pedidos_Balcao.OnExited' execution ended.
0,0357142857142857;P_Caixa.61;Path7;4.OnReachedEnd;[Begin];Process 'Path7.OnReachedEnd' execution started.
